winery,country,provinces,min_price,max_price,mean_price,median_price,price_std_dev,min_score,max_score,mean_score,median_score,score_std_dev,designations,varieties,num_wines
Adega Cooperativa de Borba,{'Portugal'},"{'Alenteo', 'Alentejano', 'Alentejo'}",6.0,42.0,14.666666666666666,13.0,8.13801405302748,83,92,87.06666666666666,87.0,2.3587361793206894,"{'Cuvée B', 'Aragonez and Touriga Nacional', 'Brado Branco', 'Reserva', 'Senses', 'Brado', 'Garrafeira', 'Grande Reserva', 'Montes Claros Garrafeira', 'Convento da Vila Branco', 'Convento da Vila', 'Branco Reserva', 'Montes Claros Reserva Branco', 'Adegaborba.pt', 'Roupeiro-Antão Vaz', 'Adega de Borba Branco', 'Premium', 'Sense', 'Montes Claros Colheita', 'Adegaborba.pt Reserva', 'Monte Claros Colheita Branco', 'Premium Branco', 'Montes Claros Reserva'}","{'Portuguese Red', 'Touriga Nacional', 'Rosé', 'Alvarinho', 'Syrah', 'Touriga Nacional Blend', 'Viognier', 'Portuguese White', 'Verdelho'}",45
Adega Cooperativa do Cartaxo,{'Portugal'},"{'Tejo', 'Ribatejo'}",5.0,15.0,9.526315789473685,7.5,3.219340557833471,83,91,85.78947368421052,85.5,1.86225516782732,"{'Xairel Tinto', 'Coudel Mor Classico', 'Xairel Branco', 'Bridão Reserva', 'Bridão Clássico Branco', 'Coudel Mor Reserva', 'Coudel Mor', 'Plexus Branco', 'Coudel Mor Clássico', 'Xairel', 'Bridão Reserva Tinto', 'Bridão Clássico', 'Plexus Rosé', 'Bridão Reserva Branco', 'Bridão Classico Branco', 'Plexus Tinto', 'Bridão Classico', 'Bridão', 'Bridão Colheita Seleccionada'}","{'Fernão Pires', 'Portuguese Red', 'Alicante Bouschet', 'Touriga Nacional', 'Rosé', 'Portuguese Sparkling', 'Trincadeira', 'Portuguese White', 'Castelão'}",38
Adega Mayor,{'Portugal'},{'Alentejano'},7.0,75.0,33.625,23.5,28.111703206011143,82,93,87.875,87.5,3.9074105418879577,"{'Pai Chão Garrafeira', 'Siza', 'Monte Mayor Reserva', 'Pai Chão', 'Caiado Branco', 'Reserva do Comendador', 'Monte Mayor', 'Caiado Tinto'}","{'Alicante Bouschet', 'Portuguese Red', 'Portuguese White'}",8
Adega Mãe,{'Portugal'},"{'Lisboa', 'Portuguese Table Wine'}",9.0,50.0,17.344827586206897,14.0,10.62771263546719,82,93,88.06896551724138,88.0,3.1727751989471584,"{'Pinta Negra Tinto', 'Dory Colheita Branco', '2 2 1', 'Pinta Negra Branco', 'Dory Tinto', 'Terroir', 'Terroir Branco', 'Dory Reserva', 'Bruto', 'Pinta Negra', 'Dory'}","{'Portuguese Red', 'Sparkling Blend', 'Rosé', 'Alvarinho', 'Portuguese White'}",29
Adega Northwest,{'US'},{'Washington'},36.0,36.0,36.0,36.0,,89,89,89.0,89.0,,{'Weinbau Vineyard Block 10'},{'Cabernet Sauvignon'},1
Adega Vila Real,{'Portugal'},{'Douro'},10.0,20.0,13.363636363636363,12.0,3.613107451286974,81,90,85.54545454545455,86.0,2.876234912646614,"{'Premium', 'Reserva', 'Grande Reserva', 'Colheita'}","{'Portuguese Red', 'Portuguese White', 'Rosé'}",11
Adega Viuva Gomes,{'Portugal'},{'Colares'},30.0,495.0,262.5,262.5,328.8046532517446,88,93,90.5,90.5,3.5355339059327378,"{'Vinho Branco', 'Reserva Velho'}","{'Ramisco', 'Malvasia'}",2
Adega de Cantanhede,{'Portugal'},"{'Beira Atlantico', 'Bairrada'}",9.0,98.0,31.470588235294116,15.0,29.364344124845573,84,93,88.3529411764706,88.0,2.935582916359806,"{'Marquês de Marialva Grande Reserva', 'Marquês de Marialva', 'Foral de Cantanhede Grande Reserva', 'Marquês de Marialva Reserva', 'Marquês de Marialva Colheita Seleccionada Branco', 'Marquês de Marialva Rosé Bruto', 'Marquês de Marialva Colheita Seleccionada', 'Marquês de Marialva Bical & Arinto Bruto', 'Foral de Cantanhede Gold Edition Grande Reserva', 'Marquês de Marialva Extra Bruto Cuvée', '2221 Terroir de Cantanhede', 'Blanc de Blancs Bruto'}","{'Portuguese Red', 'Baga-Touriga Nacional', 'Arinto', 'Portuguese Sparkling', 'Portuguese White', 'Baga'}",17
Adega de Favaios,{'Portugal'},"{'Douro', 'Moscatel do Douro'}",11.0,137.0,79.5,85.0,67.0,88,90,89.5,90.0,1.0,"{'10 Anos', 'Colheita', 'Casa Velha Colheita Seleccionada'}","{'Moscatel', 'Portuguese Red'}",4
Adega dos Eidos,{'Spain'},{'Galicia'},22.0,24.0,23.0,23.0,1.0,89,90,89.66666666666667,90.0,0.5773502691896247,"{'Eidos de Padriñán', 'Eidos de Padriñan'}",{'Albariño'},3
Adegas D'Altamira,{'Spain'},{'Galicia'},15.0,25.0,20.0,20.0,7.0710678118654755,86,89,87.5,87.5,2.1213203435596424,"{'Brandal', 'Selección'}",{'Albariño'},2
Adegas Gran Vinum,{'Spain'},{'Galicia'},22.0,27.0,24.555555555555557,23.0,2.1278575558006176,83,93,89.55555555555556,90.0,2.788866755113591,"{'Esencia Diviña', 'Gran Vinum', 'Selección Especial', 'Gran Vinum Selección Especial'}",{'Albariño'},9
Adegas Moure,{'Spain'},{'Galicia'},23.0,30.0,26.666666666666668,27.0,3.5118845842842457,82,87,84.33333333333333,84.0,2.516611478423585,"{'Tradición Barrica', 'Tradición', 'Tradición Joven'}","{'Red Blend', 'Mencía'}",3
Adelaida,{'US'},{'California'},15.0,75.0,39.813559322033896,36.0,14.57261789402348,81,92,87.45762711864407,88.0,2.5415311289165605,"{'Reserve The Glenrose Vineyard', 'The Glenrose Vineyard Version', ""Michaels' Estate Vineyard"", 'HMR Estate Santa Lucia Highland Range', 'Reserve', 'Version Reserve', 'Viking Estate Reserve', 'The Glenrose Vineyard', 'Viking Estate Vineyard', ""Michael's Estate Vineyard"", ""Vineyard Series Doctor's Vineyard"", 'HMR Vineyard', 'Viking Vineyard', ""Anna's Vineyard"", 'Glenrose Vineyard Reserve', ""Glenrose & Anna's Vineyard"", 'HMR/Viking Vineyards', ""Version Anna's Vineyard"", ""Anna's Vineyard Version"", ""Version White Anna's Vineyard"", 'Reserve Chelle Mountain Vineyard', 'Vineyard Series La Encantada', 'Finder', 'HMR Estate Vineyard', 'Estate', ""Michael's Estate Reserve"", 'Viking Estate Vineyard Reserve', 'Finder Estate', 'Version', ""Michael's Vineyard Estate"", ""Anna's"", 'School House', 'Keeper', 'Chelle Mountain Vineyard Reserve', ""Michael's Vineyard"", 'Version The Glenrose Vineyard', ""Version Anna's Estate"", ""Anna's Estate Vineyard""}","{'Cabernet Sauvignon', 'Cabernet Sauvignon-Syrah', 'Rhône-style Red Blend', 'Pinot Noir', 'Mourvèdre', 'Rosé', 'Syrah', 'Zinfandel', 'Rhône-style White Blend', 'Viognier', 'Chardonnay'}",59
Adelaida Cellars,{'US'},{'California'},50.0,60.0,53.333333333333336,50.0,5.773502691896256,88,90,89.33333333333333,90.0,1.1547005383792495,"{""Anna's Vineyard Reserve"", ""Version Red Anna's Vineyard Reserve""}","{'Syrah', 'Rhône-style Red Blend', 'Mourvèdre'}",3
Adelsheim,{'US'},{'Oregon'},22.0,125.0,62.75757575757576,68.0,26.112808885272905,86,95,91.12121212121212,92.0,1.7410443507376354,"{""Caitlin's Reserve"", ""Elizabeth's Reserve"", 'Calkins Lane Vineyard', 'Temperance Hill Vineyard', 'Zenith Vineyard', 'Ribbon Springs Vineyard', 'Winderlea Vineyard', 'Nicholas Vineyard', 'Quarter Mile Lane Vineyard', 'Seven Springs Vineyard', 'Breaking Ground', 'Boulder Bluff Vineyard', 'Stoller Vineyard', 'AVS', 'Bryan Creek Vineyard', 'Ribbon Springs Vineyard Auxerrois'}","{'Pinot Noir', 'Syrah', 'Auxerrois', 'Pinot Auxerrois', 'Chardonnay', 'Pinot Blanc'}",66
Adirondack Winery,{'US'},{'New York'},13.0,19.0,16.333333333333332,16.0,1.8027756377319946,83,88,85.77777777777777,86.0,1.5634719199411433,"{'Island Sunset Cabernet Franc', 'Adirondack Breeze', 'Barrel Aged Adirondack Overlook', 'Still Waters', 'Summit Solitude', 'Million Dollar Beach', 'Break By The Lake'}","{'Gewürztraminer', 'Rosé', 'Syrah', 'Pinot Gris', 'Seyval Blanc', 'Chardonnay'}",9
Adler Fels,{'US'},{'California'},28.0,28.0,28.0,28.0,,89,89,89.0,89.0,,{'The Eagle Rock'},{'Pinot Noir'},1
Admirable Family Vineyard,{'US'},{'California'},49.0,59.0,54.0,54.0,7.0710678118654755,88,88,88.0,88.0,0.0,"{'Vigneronne', 'Blanc & Blanc'}","{'Viognier-Chardonnay', 'Syrah-Merlot'}",2
Adobe Road,{'US'},{'California'},38.0,45.0,41.5,41.5,4.949747468305833,83,90,86.5,86.5,4.949747468305833,{'Bavarian Lion Vineyard'},"{'Cabernet Sauvignon', 'Cabernet Franc'}",2
Adolph Mueller,{'Germany'},{'Mosel'},13.0,13.0,13.0,13.0,,86,86,86.0,86.0,,{'Bereich Bernkastel'},{'Riesling'},1
Adria Vini,{'Italy'},"{'Veneto', 'Lombardy'}",11.0,12.0,11.5,11.5,0.7071067811865476,84,85,84.5,84.5,0.7071067811865476,"{'Mirabello', 'Rapido White'}","{'Glera', 'Pinot Grigio'}",2
Adrian Fog,{'US'},{'California'},75.0,75.0,75.0,75.0,,83,83,83.0,83.0,,{'Numbers'},{'Pinot Noir'},1
Adriano Marco & Vittorio,{'Italy'},{'Piedmont'},28.0,38.0,32.666666666666664,32.0,4.67618077780005,88,94,91.83333333333333,92.0,2.2286019533929027,"{'Basarin', 'Sanadaive'}",{'Nebbiolo'},6
Aequorea,{'US'},{'California'},34.0,46.0,41.0,42.0,6.0,93,94,93.25,93.0,0.4999999999999988,"{'Riven Rock Vineyard', 'SeaFarer', 'Spanish Spring Vineyard', 'Spanish Springs Vineyard'}","{'Pinot Noir', 'Pinot Gris'}",4
Aesthete,{'US'},{'California'},55.0,55.0,55.0,55.0,,93,93,93.0,93.0,,{'Dry Stack Vineyard'},{'Sauvignon Blanc'},1
Aether Wine Company,{'US'},{'California'},36.0,65.0,50.333333333333336,50.0,14.502873278538061,94,95,94.33333333333333,94.0,0.5773502691896278,"{'Sanford & Benedict Vineyard', 'Sierra Madre Vineyard', 'Matrix'}","{'Pinot Noir', 'Chardonnay'}",3
Agate Ridge,{'US'},{'Oregon'},14.0,60.0,25.375,22.0,14.569415127000024,80,88,83.75,83.5,2.5495097567963927,"{'Estate', 'Clonal Selection', 'Cascade Terrace Red', 'Barrel Fermented', 'Estate DK Reserve'}","{'Petite Sirah', 'Pinot Noir', 'Red Blend', 'Syrah', 'Pinot Gris', 'Viognier'}",8
Ager Falernus,{'Italy'},{'Southern Italy'},50.0,50.0,50.0,50.0,,87,87,87.0,87.0,,{'Vino e Anima'},{'Red Blend'},1
Agness,{'US'},{'New York'},18.0,18.0,18.0,18.0,,85,85,85.0,85.0,,{'Semi-Dry'},{'Riesling'},1
Agnitio,{'US'},{'California'},50.0,70.0,60.0,60.0,10.0,86,92,88.66666666666667,88.0,3.0550504633038913,"{'Durell Vineyard', 'Walala Vineyard', 'Sun Chase Vineyard'}","{'Pinot Noir', 'Chardonnay'}",3
Agostino Bosco,{'Italy'},{'Piedmont'},50.0,60.0,54.333333333333336,53.0,5.131601439446883,86,91,89.0,90.0,2.6457513110645907,"{'Neirane', 'La Serra'}",{'Nebbiolo'},3
Agostino Pavia & Figli,{'Italy'},{'Piedmont'},19.0,32.0,27.666666666666668,32.0,7.505553499465135,89,90,89.66666666666667,90.0,0.5773502691896247,"{'Molisse', 'La Marescialla'}",{'Barbera'},3
Agostino Vicentini,{'Italy'},{'Veneto'},17.0,17.0,17.0,17.0,,86,86,86.0,86.0,,{'Vigneto Terre Lunghe'},{'Garganega'},1
Agrapart & Fils,{'France'},{'Champagne'},35.0,60.0,43.75,40.0,11.814539065631521,87,92,90.5,91.5,2.3804761428476167,"{'Terroirs Grand Cru Blanc de Blancs Brut', 'Les Sept Crus Blanc de Blancs Brut', 'Minéral Extra Brut'}",{'Chardonnay'},4
Agricola Bellaria,{'Italy'},{'Southern Italy'},22.0,30.0,26.0,26.0,4.618802153517006,85,87,85.75,85.5,0.9574271077563381,"{'Oltre', ""Ottant'anni""}","{'Coda di Volpe', 'Greco'}",4
Agricola Castellana,{'Spain'},{'Northern Spain'},11.0,14.0,12.25,12.0,1.2583057392117918,85,87,86.25,86.5,0.9574271077563381,"{'Inspiración Pampano', 'Cuatro Rayas'}","{'White Blend', 'Verdejo'}",4
Agricola Falset-Marca,{'Spain'},{'Catalonia'},9.0,27.0,18.0,18.0,12.727922061357855,88,88,88.0,88.0,0.0,"{'Imus Selection', 'Ètim Varema Tardana Negre'}","{'Red Blend', 'Grenache'}",2
Agricola Punica,{'Italy'},{'Sicily & Sardinia'},19.0,60.0,41.125,35.0,15.037453241822567,87,92,90.0,90.0,1.6035674514745453,"{'Montessu', 'Samas', 'Barrua'}","{'Red Blend', 'White Blend'}",8
Agricola Querciabella,{'Italy'},{'Tuscany'},17.0,150.0,74.23076923076923,78.0,46.425843819568584,88,94,90.46153846153847,90.0,1.9414506867883048,"{'Bàtar', 'Mongrana', 'Camartina', 'Batàr', 'Querciabella'}","{'Red Blend', 'White Blend', 'Sangiovese'}",13
Agricola Sulin,{'Italy'},{'Piedmont'},20.0,20.0,20.0,20.0,,88,88,88.0,88.0,,{'Ornella'},{'Barbera'},1
Agricola Tamburini,{'Italy'},{'Tuscany'},16.0,16.0,16.0,16.0,,89,89,89.0,89.0,,{'Italo Riserva'},{'Red Blend'},1
Agricole Vallone,{'Italy'},{'Southern Italy'},14.0,100.0,33.6,19.0,37.20618228198104,85,87,85.8,86.0,0.8366600265340762,"{'Vereto Riserva', 'Riserva Vereto', 'Vigna Flaminio Riserva', 'Riserva Vigna Flaminio', 'Graticciaia'}","{'Red Blend', 'Negroamaro'}",5
Agricoltori del Chianti Geografico,{'Italy'},{'Tuscany'},16.0,40.0,26.0,21.0,11.081516141756055,86,88,87.33333333333333,87.5,0.8164965809277245,"{'Contessa di Radda', 'Contesa di Radda', 'Ferraiolo', 'Pulleraia', 'Pietravalle', 'Geografico'}","{'Merlot', 'Red Blend', 'Vernaccia', 'Sangiovese'}",6
Agrina,{'Serbia'},{'Fruška Gora'},16.0,16.0,16.0,16.0,,87,87,87.0,87.0,,{'Portuguiser'},{'Blauer Portugieser'},1
Agrinatura,{'Italy'},{'Southern Italy'},15.0,27.0,22.2,27.0,6.572670690061994,83,88,86.0,86.0,2.121320343559642,"{'Giancarlo Ceci', 'Giancarlo Ceci Parco Grande', 'Almagìa', 'Giancarlo Ceci Parco Marano'}","{'Uva di Troia', 'Red Blend'}",5
Agro de Bazán,{'Spain'},{'Levante'},20.0,20.0,20.0,20.0,,85,85,85.0,85.0,,{'Mas de Bazan Los Varietales Crianza'},{'Bobal'},1
Agrolaguna,{'Croatia'},{'Istria'},15.0,19.0,17.0,17.0,2.8284271247461903,87,88,87.5,87.5,0.7071067811865476,"{'Muškat Ruža', 'Castello Festigia'}","{'Red Blend', 'Muscat'}",2
Agros,{'Greece'},{'Santorini'},20.0,20.0,20.0,20.0,,84,84,84.0,84.0,,{'Katerina'},{'Assyrtico'},1
Agrícola Labastida,{'Spain'},{'Northern Spain'},16.0,23.0,19.5,19.5,4.949747468305833,89,89,89.0,89.0,0.0,"{'Tierra Crianza', 'El Primavera'}",{'Tempranillo'},2
Aguijón De Abeja,{'Argentina'},{'Other'},40.0,40.0,40.0,40.0,,93,93,93.0,93.0,,{'Reserva'},{'Malbec'},1
Aguirre,{'Chile'},"{'Central Valley', 'Maule Valley'}",7.0,15.0,11.0,10.5,2.9760952365713798,80,85,83.125,83.5,1.9594095320493143,"{'Reina Ana Reserva', 'Kunza', 'Reina Ana', 'Reina Ana Gran Reserva', 'Reina Ana Villa Alegre Reserva', 'Gaucho Andino'}","{'Cabernet Sauvignon', 'Cabernet Sauvignon-Syrah', 'Sauvignon Blanc', 'Cabernet Sauvignon-Merlot', 'Chardonnay'}",8
Agustinos,{'Chile'},"{'Aconcagua Valley', 'Bío Bío Valley', 'Rapel Valley', 'Maipo Valley', 'Cachapoal Valley'}",8.0,40.0,16.263157894736842,14.0,8.849620866098402,83,90,86.42105263157895,87.0,2.036221704630751,"{'Estate', 'Escorial Limited Selection', 'Reserve', 'Gran Terroir Estate Grown La Huella Vineyard', 'Reserva Privada', 'Reserva', 'Reserva Maitén Single Vineyard'}","{'Cabernet Sauvignon', 'Pinot Noir', 'Carmenère', 'Malbec', 'Sauvignon Blanc', 'Cabernet Sauvignon-Carmenère', 'Chardonnay'}",19
Agustí Torelló,{'Spain'},{'Catalonia'},85.0,116.0,100.5,100.5,21.920310216782973,90,92,91.0,91.0,1.4142135623730951,{'Kripta Gran Reserva Brut Nature'},{'Sparkling Blend'},2
Agustí Torelló Mata,{'Spain'},{'Catalonia'},16.0,150.0,36.45,28.0,29.030791275906747,86,93,89.15,90.0,2.1343062474478067,"{'Gran Reserva Brut', 'Gran Reserva Brut Nature', 'Brut Reserva', 'Gran Reserva Brut Nature Barrica', 'Brut Reserva Rosat', 'Magnum Gran Reserva Brut Nature', 'Reserva Brut Rosé', 'Aliguer Brut Vintage', 'Reserva', 'XIC', 'XII Subirat Parent', 'Gran Reserva Barrica Brut Nature', 'Rosat Brut Reserva'}","{'Xarel-lo', 'Sparkling Blend', 'Trepat', 'Macabeo', 'Malvasia'}",20
Agustín Cubero,{'Spain'},{'Northern Spain'},9.0,12.0,10.666666666666666,11.0,1.5275252316519465,80,81,80.66666666666667,81.0,0.5773502691896247,"{'Unus Old Vine', 'Unus'}","{'Syrah', 'Garnacha'}",3
Ahlgren,{'US'},{'California'},28.0,35.0,32.666666666666664,35.0,4.041451884327381,86,90,88.33333333333333,89.0,2.081665999466131,"{'Bates Ranch', ""Bates' Ranch""}","{'Cabernet Sauvignon', 'Cabernet Franc'}",3
Ahnfeldt,{'US'},{'California'},49.0,49.0,49.0,49.0,,87,87,87.0,87.0,,{'Quid Pro Quo'},{'Bordeaux-style Red Blend'},1
Aia Vecchia,{'Italy'},{'Tuscany'},15.0,40.0,24.125,16.0,11.87359014187128,85,95,88.25,87.0,3.494894235064305,"{'Sorugo', 'Sor Ugo', 'Lagone'}",{'Red Blend'},8
Aigner,{'Austria'},{'Kremstal'},16.0,25.0,18.5,16.5,4.358898943540674,90,91,90.75,91.0,0.4999999999999988,"{'Privat Reserve', 'Ried Weinzierlberg', 'Sandgrube'}","{'Riesling', 'Grüner Veltliner'}",4
Aiken,{'US'},{'California'},55.0,55.0,55.0,55.0,,92,92,92.0,92.0,,{'Fiddlestix Vineyard'},{'Pinot Noir'},1
Airfield Estates,{'US'},{'Washington'},13.0,35.0,22.055555555555557,22.0,6.718607187481835,83,91,87.30555555555556,87.5,1.7859682359108624,"{'Sweet', 'Dauntless', 'Reserve', 'Lightning White', 'Spitfire Dolcetto-Primitivo-Sangiovese', 'Runway', 'Aviator', 'Flygirl', 'Unoaked', 'Late Harvest', 'Lightning', 'Sangiovese', 'Icewine', 'Bombshell Red', 'Mustang', 'Aviator Red', 'Bombshell Red Vineyard Salute', 'Ruby'}","{'Merlot', 'Cabernet Sauvignon', 'Riesling', 'Rhône-style Red Blend', 'Rosé', 'Red Blend', 'White Blend', 'Bordeaux-style Red Blend', 'Rhône-style White Blend', 'Chardonnay'}",36
Airlie,{'US'},{'Oregon'},12.0,35.0,19.125,18.0,7.079901129253148,82,93,87.5,87.5,3.8172540616821107,"{'Old Vines Dry', 'Beckenridge', 'Estate', 'Two Vineyard Old Vines Dry', 'Barrel Fermented', 'Dry', ""Vintner's Blend""}","{'Gewürztraminer', 'Pinot Noir', 'Riesling', 'Chardonnay'}",8
Aitor Ider Balbo,{'Argentina'},{'Mendoza Province'},8.0,8.0,8.0,8.0,,82,82,82.0,82.0,,{'El Encanto'},{'Cabernet Sauvignon-Malbec'},1
Aje,{'US'},{'California'},45.0,45.0,45.0,45.0,,87,87,87.0,87.0,,"{""Ellen's Vineyard""}",{'Cabernet Sauvignon'},1
Akarua,{'New Zealand'},{'Central Otago'},33.0,130.0,59.6,50.0,40.16590594023743,86,92,90.4,91.0,2.5099800796022254,"{'Méthode Traditionelle Brut', 'Rua', 'The Siren Bannockburn', 'Bannockburn'}","{'Sparkling Blend', 'Pinot Noir'}",5
Al Zagal,{'Spain'},{'Andalucia'},15.0,15.0,15.0,15.0,,87,87,87.0,87.0,,{'Rey Zagal'},{'Red Blend'},1
Al-Cantàra,{'Italy'},{'Sicily & Sardinia'},20.0,25.0,22.666666666666668,23.0,2.516611478423583,86,89,87.66666666666667,88.0,1.5275252316519485,"{'Muddichi di Suli', 'La Fata Galanti', 'Occhi di Ciumi'}","{'Nerello Mascalese', 'White Blend', 'Nerello Cappuccio'}",3
Alain Brumont,{'France'},{'Southwest France'},10.0,50.0,25.071428571428573,22.5,13.199442212657122,85,95,91.57142857142857,93.5,3.6313651960128133,"{'Château Bouscassé Vieilles Vignes', 'Château Bouscassé', 'Les Jardins de Bouscassé', 'Brumont', 'Château Montus', 'Le Jardin Philosophique'}","{'Petit Courbu', 'Merlot-Tannat', 'Tannat', 'Tannat-Cabernet Franc', 'Red Blend', 'White Blend', 'Tannat-Cabernet', 'Tannat-Merlot'}",14
Alain Girard et Fils,{'France'},{'Loire Valley'},29.0,30.0,29.5,29.5,0.7071067811865476,86,88,87.0,87.0,1.4142135623730951,"{'Domaine des Brosses', 'Domaine des Brosses Secrets des Tronbochards'}","{'Pinot Noir', 'Rosé'}",2
Alain Jaume et Fils,{'France'},{'Rhône Valley'},9.0,121.0,35.3,26.0,24.85774914001049,83,95,89.15,89.5,2.68471456726638,"{'Vieux Terron', 'Réserve Grand Veneur', 'Domaine Grand Veneur Les Champauvins', 'Domaine Grand Veneur', 'Terrasses de Montmirail', 'Domaine Grand Veneur La Fontaine', 'Domaine du Clos de Sixte', 'Domaine Grand Veneur Vieilles Vignes', 'Grand Veneur Réserve', 'Domaine Grand Veneur Blanc de', 'Grand Garrigue', 'Les Valats', 'Les Gélinottes', 'Domaine Grand Veneur Réserve', 'Grande Garrigue', 'Le Crétacé', 'Domaine Grand Veneur Les Origines', 'Haut de Brun', 'Domiane Grand Veneur Blanc de', 'Grand Veneur'}","{'Rhône-style Red Blend', 'Rosé', 'Roussanne', 'Syrah-Grenache', 'Rhône-style White Blend', 'Viognier'}",40
Alamos,{'Argentina'},{'Mendoza Province'},16.0,20.0,19.0,20.0,1.9999999999999996,85,90,88.75,90.0,2.5000000000000013,{'Selección'},"{'Pinot Noir', 'Malbec'}",4
Alana Estate,{'New Zealand'},{'Martinborough'},24.0,50.0,37.0,37.0,18.384776310850235,88,89,88.5,88.5,0.7071067811865476,"{'Single Vineyard', 'Lumiere'}",{'Pinot Noir'},2
Alaverdi Monastery Cellar,{'Georgia'},{'Kakheti'},25.0,25.0,25.0,25.0,,92,92,92.0,92.0,,{'Qvevri Traditional Kakhuri Dry Unfiltered Amber Wine'},{'Rkatsiteli'},1
Alba,{'US'},{'New Jersey'},13.0,13.0,13.0,13.0,,83,83,83.0,83.0,,{'Dry'},{'Riesling'},1
Albada,{'Spain'},{'Northern Spain'},10.0,10.0,10.0,10.0,0.0,81,84,82.5,82.5,2.1213203435596424,{'Viñas Viejas'},"{'Macabeo', 'Garnacha'}",2
Albamar,{'Chile'},{'Casablanca Valley'},12.0,12.0,12.0,12.0,,83,83,83.0,83.0,,{'Estate Bottled'},{'Chardonnay'},1
Alban,{'US'},{'California'},32.0,32.0,32.0,32.0,,91,91,91.0,91.0,,{'Estate Vineyard'},{'Roussanne'},1
Albatross Ridge,{'US'},{'California'},40.0,55.0,52.857142857142854,55.0,5.669467095138407,91,95,92.71428571428571,93.0,1.7043362064926935,"{'Cuvée Vivienne Estate Grown', 'Estate Reserve', 'Estate'}","{'Pinot Noir', 'Chardonnay'}",7
Albemarle,{'US'},{'Virginia'},18.0,18.0,18.0,18.0,,86,86,86.0,86.0,,{'Simply Red'},{'Bordeaux-style Red Blend'},1
Alberice,{'Italy'},{'Northeastern Italy'},20.0,20.0,20.0,20.0,,85,85,85.0,85.0,,{'Sauvignon'},{'Sauvignon'},1
Albert Besombes,{'France'},{'Loire Valley'},11.0,11.0,11.0,11.0,,84,84,84.0,84.0,,{'Vallée des Rois'},{'Sauvignon Blanc'},1
Albert Bichot,{'France'},"{'Beaujolais', 'Burgundy'}",10.0,530.0,103.73469387755102,80.0,103.04666732242487,83,96,91.16326530612245,92.0,3.1711389829175873,"{'Château Gris Les Terrasses', 'Domaine Adélie Les Champs-Michaux', 'Les Chabiots Premier Cru', 'Le Clos', 'Domaine du Pavillon Clos des Maréchaudes', 'Domaine du Pavillon Clos des Mouches Premier Cru', 'Domaine Long-Depaquit Moutonne', 'Domaine du Pavillon Clos des Ursulines', 'Domaine Long-Depaquit', 'Roche Rose', 'Domaine Long-Depaquit Les Clos Grand Cru', 'Domaine du Pavillon Les Rugiens Premier Cru', 'Domaine du Pavillon Les Charmes Premier Cru', 'Domaine Long-Depaquit Vaudésirs Grand Cru', 'Lavaux Saint-Jacques Premier Cru', 'Domaine du Pavillon Clos des Maréchaudes Premier Cru', 'Les Sorbets Premier Cru', 'Domaine Long-Depaquit Les Vaillons Premier Cru', 'Domaine du Clos Frantin', 'Domaine Long-Depaquit Moutonne Grand Cru', 'Château Gris Premier Cru', 'Chaînes Carteaux Premier Cru', 'Domaine Adélie Le Champs-Martin Premier Cru', 'Sécret de la Famille', 'Les Peuilletes Premier Cru', ""Clos de l'Ermitage"", 'Nouveau', 'Domaine Long-Depaquit Les Vaucopins Premier Cru', 'Domaine du Clos Frantin Aux Malconsorts Premier Cru', 'Les Amoureuses Premier Cru', 'Brut Réserve', 'Les Evocelles', 'Domaine du Pavillon', 'Domaine du Clos Frantin Les Malconsorts Premier Cru'}","{'Pinot Noir', 'Champagne Blend', 'Gamay', 'Chardonnay'}",49
Albert Morot,{'France'},{'Burgundy'},45.0,75.0,59.583333333333336,63.0,11.626445820810522,87,95,92.25,92.5,2.137330535547047,"{'Cent-Vignes Premier Cru', 'Les Cent Vignes Premier Cru', 'La Bataillère aux Vergelesses Premier Cru', 'Les Toussaints Premier Cru', 'Bressandes Premier Cru', 'Les Algrots Premier Cru', 'Teurons Premier Cru', 'Bataillière Premier Cru', 'Les Teurons Premier Cru'}",{'Pinot Noir'},12
Albertina,{'US'},{'California'},24.0,26.0,24.666666666666668,24.0,1.1547005383792517,86,87,86.33333333333333,86.0,0.5773502691896247,"{'Grand Reserve-Zmarzly Family Vineyards', ""Meredith's Reserve"", ""Lorilai's Reserve-Zmarzly Family Vineyards""}","{'Merlot', 'Cabernet Sauvignon', 'Cabernet Franc'}",3
Alberto Longo,{'Italy'},{'Southern Italy'},18.0,30.0,23.333333333333332,22.0,6.110100926607787,87,92,88.66666666666667,87.0,2.886751345948127,"{'Le Cruste', 'Le Fossette'}","{'Uva di Troia', 'Falanghina'}",3
Alberto Nani,{'Italy'},{'Veneto'},18.0,18.0,18.0,18.0,,85,85,85.0,85.0,,{'Organic Extra Dry'},{'Glera'},1
Alberto Orte,{'Spain'},"{'Northern Spain', 'Levante'}",24.0,37.0,31.6,36.0,6.949820141557622,85,90,88.2,89.0,1.9235384061671335,"{'Elo', 'La Antigua Clásico', 'Sierra de la Demanda', 'La Antigua Clásico Reserva'}","{'Red Blend', 'White Blend', 'Monastrell'}",5
